Laboratory,Test,adult,assay,collection,container,external,note,row,specimen,testCode,testId,transport
Microbiology,Listeria Serology,,,,Listeria SerologyLaboratory:MicrobiologyTest Code:No test availableSpecimen Types:No specimen,,,Listeria SerologyLaboratory:MicrobiologyTest Code:No test availableSpecimen Types:No specimenContainer Types:Report OnlyTransport Instructions between Sites and/or Laboratories:Room Temperature,No specimen,No test available,31,Listeria SerologyLaboratory:MicrobiologyTest Code:No test availableSpecimen Types:No specimenContainer Types:Report Only
Microbiology,Yersinia Serology,,,,Yersinia SerologyLaboratory:MicrobiologyTest Code:Test not availableSpecimen Types:No specimen,,,Yersinia SerologyLaboratory:MicrobiologyTest Code:Test not availableSpecimen Types:No specimenContainer Types:See Detailed InformationTransport Instructions between Sites and/or Laboratories:See Detailed Information,No specimen,Test not available,32,Yersinia SerologyLaboratory:MicrobiologyTest Code:Test not availableSpecimen Types:No specimenContainer Types:See Detailed Information
Clinical Biochemistry,Arsenic,ArsenicLaboratory:Clinical BiochemistryTest Code:ARSENICSpecimen Types:BloodContainer Types:Metal-Free EDTA,Fortnightly,,Metal-Free EDTA,ArsenicLaboratory:Clinical BiochemistryTest Code:ARSENICSpecimen Types:BloodContainer Types:Metal-Free EDTAAdults Volume or Mass:4 mLTransport Instructions between Sites and/or Laboratories:Room TemperatureAssay Frequency:Fortnightly,,ArsenicLaboratory:Clinical BiochemistryTest Code:ARSENICSpecimen Types:BloodContainer Types:Metal-Free EDTAAdults Volume or Mass:4 mLTransport Instructions between Sites and/or Laboratories:Room TemperatureAssay Frequency:FortnightlyExternal Laboratory:Australian Clinical Labs - Clayton Laboratory,Blood,ARSENIC,33,Room Temperature
Clinical Biochemistry,Cadmium Blood (deprecated)Alternative Names:Blood Cadmium,,,,Cadmium Blood (deprecated)Alternative Names:Blood CadmiumLaboratory:Clinical BiochemistryTest Code:CADMIUMSpecimen Types:Blood,Cadmium Blood (deprecated)Alternative Names:Blood CadmiumLaboratory:Clinical BiochemistryTest Code:CADMIUMSpecimen Types:BloodContainer Types:Metal-Free EDTATransport Instructions between Sites and/or Laboratories:Room Temperature,,Cadmium Blood (deprecated)Alternative Names:Blood CadmiumLaboratory:Clinical BiochemistryTest Code:CADMIUMSpecimen Types:BloodContainer Types:Metal-Free EDTATransport Instructions between Sites and/or Laboratories:Room TemperatureExternal Laboratory:Australian Clinical Labs - Clayton Laboratory,Blood,CADMIUM,34,Cadmium Blood (deprecated)Alternative Names:Blood CadmiumLaboratory:Clinical BiochemistryTest Code:CADMIUMSpecimen Types:BloodContainer Types:Metal-Free EDTA
Clinical Biochemistry,Lead,,Daily,,LeadLaboratory:Clinical BiochemistryTest Code:LEADSpecimen Types:Blood,LeadLaboratory:Clinical BiochemistryTest Code:LEADSpecimen Types:BloodContainer Types:Metal-Free EDTATransport Instructions between Sites and/or Laboratories:Room TemperatureAssay Frequency:Daily,,"LeadLaboratory:Clinical BiochemistryTest Code:LEADSpecimen Types:BloodContainer Types:Metal-Free EDTATransport Instructions between Sites and/or Laboratories:Room TemperatureAssay Frequency:DailyExternal Laboratory:NSW Health Pathology, (SSWPS) - RPA",Blood,LEAD,35,Room Temperature
Clinical Biochemistry,RisperidoneAlternative Names:Risperdal9-OH risperidonePaliperidone,"RisperidoneAlternative Names:Risperdal9-OH risperidonePaliperidoneLaboratory:Clinical BiochemistryTest Code:RISPAH for Alfred, RISPO for Outside testsSpecimen Types:PlasmaContainer Types:Lithium Heparin (without Gel)EDTA 3 mL","RisperidoneAlternative Names:Risperdal9-OH risperidonePaliperidoneLaboratory:Clinical BiochemistryTest Code:RISPAH for Alfred, RISPO for Outside testsSpecimen Types:PlasmaContainer Types:Lithium Heparin (without Gel)EDTA 3 mLAdults Volume or Mass:3 mLMinimum/Paediatric Volume or Mass:3 mLTransport Instructions between Sites and/or Laboratories:Room Temperature",,Lithium Heparin (without Gel)EDTA 3 mL,,"Suggested therapeutic range (20-60 mcg/L) follows the recommendation of the AGNP (1). Similar ranges were confirmed in therapeutic levels that were taken in large numbers of patients (2). Add the sum of risperidone and 9 hydroxy risperidone (active metabolite) to calculate the therapeutic range.  Paliperidone, which is used therapeutically, is 9 hydroxy risperidone.

Risperidone is an atypical antipsychotic. It is used to treat schizophrenia, bipolar disorder and irritability associated with autism. Common side effects include extrapyramidal movement disturbances, sleepiness, constipation and increases in weight. There is evidence for relationships between plasma concentrations of the drug and metabolite and effectiveness as well as extrapyramidal side-effects. The metabolite is active and has a longer half life and brackets (24 hours) then risperidone (4 hours). For the therapeutic range add both drug and metabolite together. A low metabolite to parent ratio (normal  4 to 23 with oral medication, 1-4 after i.m. Medication) indicates a different CYP2D6 genotype with poor metabolism. Fluoxetine inhibits CYP2D6 and increases risperidone concentrations.


	Hiemke C, et al. Consensus Guidelines for Therapeutic Drug Monitoring in Neuropsychopharmacology: Update 2017 [published correction appears in Pharmacopsychiatry. 2018 Jan;51(1-02):e1]. Pharmacopsychiatry. 2018;51(1-02):9–62. Doi:10.1055/s-0043-116492
	Jönsson AK, et al. Compilation of Serum Concentrations of 12 Antipsychotic Drugs in a Therapeutic Drug Monitoring Setting. Ther Drug Monit. 2019;41(3):348–356. doi:10.1097/FTD.00000000000005852.


Performed by LC-MS/MS","RisperidoneAlternative Names:Risperdal9-OH risperidonePaliperidoneLaboratory:Clinical BiochemistryTest Code:RISPAH for Alfred, RISPO for Outside testsSpecimen Types:PlasmaContainer Types:Lithium Heparin (without Gel)EDTA 3 mLAdults Volume or Mass:3 mLMinimum/Paediatric Volume or Mass:3 mLTransport Instructions between Sites and/or Laboratories:Room TemperatureAssay Frequency:WeeklyAdditional Notes:Suggested therapeutic range (20-60 mcg/L) follows the recommendation of the AGNP (1). Similar ranges were confirmed in therapeutic levels that were taken in large numbers of patients (2). Add the sum of risperidone and 9 hydroxy risperidone (active metabolite) to calculate the therapeutic range.  Paliperidone, which is used therapeutically, is 9 hydroxy risperidone.

Risperidone is an atypical antipsychotic. It is used to treat schizophrenia, bipolar disorder and irritability associated with autism. Common side effects include extrapyramidal movement disturbances, sleepiness, constipation and increases in weight. There is evidence for relationships between plasma concentrations of the drug and metabolite and effectiveness as well as extrapyramidal side-effects. The metabolite is active and has a longer half life and brackets (24 hours) then risperidone (4 hours). For the therapeutic range add both drug and metabolite together. A low metabolite to parent ratio (normal  4 to 23 with oral medication, 1-4 after i.m. Medication) indicates a different CYP2D6 genotype with poor metabolism. Fluoxetine inhibits CYP2D6 and increases risperidone concentrations.


	Hiemke C, et al. Consensus Guidelines for Therapeutic Drug Monitoring in Neuropsychopharmacology: Update 2017 [published correction appears in Pharmacopsychiatry. 2018 Jan;51(1-02):e1]. Pharmacopsychiatry. 2018;51(1-02):9–62. Doi:10.1055/s-0043-116492
	Jönsson AK, et al. Compilation of Serum Concentrations of 12 Antipsychotic Drugs in a Therapeutic Drug Monitoring Setting. Ther Drug Monit. 2019;41(3):348–356. doi:10.1097/FTD.00000000000005852.


Performed by LC-MS/MS",Plasma,"RISPAH for Alfred, RISPO for Outside tests",36,Room Temperature
Clinical Biochemistry,Antidiuretic HormoneAlternative Names:ADHVasopressin,10 mL,,Collect on IceMust be discussed with Chemical Pathologist,EDTA 10 mL,"NSW Health Pathology, (SSWPS) - RPA","Endocrinology Lab, Chemical Pathology Dept.,RPA.

Scientist Ph: (02) 95156352","Antidiuretic HormoneAlternative Names:ADHVasopressinLaboratory:Clinical BiochemistryTest Code:ADHSpecimen Types:PlasmaContainer Types:EDTA 10 mLAdults Volume or Mass:10 mLCollection & Request Instructions:Collect on IceMust be discussed with Chemical PathologistTransport Instructions between Sites and/or Laboratories:On IceSend to lab immediatelyExternal Laboratory:NSW Health Pathology, (SSWPS) - RPAAdditional Notes:Endocrinology Lab, Chemical Pathology Dept.,RPA.

Scientist Ph: (02) 95156352",Plasma,ADH,37,Antidiuretic HormoneAlternative Names:ADHVasopressinLaboratory:Clinical BiochemistryTest Code:ADHSpecimen Types:PlasmaContainer Types:EDTA 10 mLAdults Volume or Mass:10 mLCollection & Request Instructions:Collect on IceMust be discussed with Chemical Pathologist
Clinical Biochemistry,Amitriptyline,AmitriptylineLaboratory:Clinical BiochemistryTest Code:AMITRIPSpecimen Types:SerumPlasmaContainer Types:Plain tube - serum  (no Gel)Lithium Heparin (without Gel),Weekly,,Plain tube - serum  (no Gel)Lithium Heparin (without Gel),"NSW Health Pathology, (SSWPS) - RPA","Drug Unit, Chemical Pathology Dept, RPA

Michael Fitzpatrick: (02) 95154622.","AmitriptylineLaboratory:Clinical BiochemistryTest Code:AMITRIPSpecimen Types:SerumPlasmaContainer Types:Plain tube - serum  (no Gel)Lithium Heparin (without Gel)Adults Volume or Mass:2 mLMinimum/Paediatric Volume or Mass:0.5 mLTransport Instructions between Sites and/or Laboratories:Room TemperatureAssay Frequency:WeeklyExternal Laboratory:NSW Health Pathology, (SSWPS) - RPAAdditional Notes:Drug Unit, Chemical Pathology Dept, RPA

Michael Fitzpatrick: (02) 95154622.",SerumPlasma,AMITRIP,38,Room Temperature
Clinical Biochemistry,C7 Complement,,,Usually ordered as part of 'terminal complement levels' in investigation of Membrane Attack Complex deficiencies,C7 ComplementLaboratory:Clinical BiochemistryTest Code:C7Specimen Types:Serum,C7 ComplementLaboratory:Clinical BiochemistryTest Code:C7Specimen Types:SerumContainer Types:SSTCollection & Request Instructions:Usually ordered as part of 'terminal complement levels' in investigation of Membrane Attack Complex deficienciesTransport Instructions between Sites and/or Laboratories:Room Temperature,,C7 ComplementLaboratory:Clinical BiochemistryTest Code:C7Specimen Types:SerumContainer Types:SSTCollection & Request Instructions:Usually ordered as part of 'terminal complement levels' in investigation of Membrane Attack Complex deficienciesTransport Instructions between Sites and/or Laboratories:Room TemperatureExternal Laboratory:South Eastern Area Laboratory Services (SEALS),Serum,C7,39,C7 ComplementLaboratory:Clinical BiochemistryTest Code:C7Specimen Types:SerumContainer Types:SSTCollection & Request Instructions:Usually ordered as part of 'terminal complement levels' in investigation of Membrane Attack Complex deficiencies
Clinical Biochemistry,C8 Complement,,,Usually ordered as part of 'terminal complement levels' in investigation of Membrane Attack Complex deficiencies,C8 ComplementLaboratory:Clinical BiochemistryTest Code:C8Specimen Types:Serum,C8 ComplementLaboratory:Clinical BiochemistryTest Code:C8Specimen Types:SerumContainer Types:SSTCollection & Request Instructions:Usually ordered as part of 'terminal complement levels' in investigation of Membrane Attack Complex deficienciesTransport Instructions between Sites and/or Laboratories:Room Temperature,,C8 ComplementLaboratory:Clinical BiochemistryTest Code:C8Specimen Types:SerumContainer Types:SSTCollection & Request Instructions:Usually ordered as part of 'terminal complement levels' in investigation of Membrane Attack Complex deficienciesTransport Instructions between Sites and/or Laboratories:Room TemperatureExternal Laboratory:South Eastern Area Laboratory Services (SEALS),Serum,C8,40,C8 ComplementLaboratory:Clinical BiochemistryTest Code:C8Specimen Types:SerumContainer Types:SSTCollection & Request Instructions:Usually ordered as part of 'terminal complement levels' in investigation of Membrane Attack Complex deficiencies
Clinical Biochemistry,C9 Complement,,,Usually ordered as part of 'terminal complement levels' in investigation of Membrane Attack Complex deficiencies,C9 ComplementLaboratory:Clinical BiochemistryTest Code:C9Specimen Types:Serum,C9 ComplementLaboratory:Clinical BiochemistryTest Code:C9Specimen Types:SerumContainer Types:SSTCollection & Request Instructions:Usually ordered as part of 'terminal complement levels' in investigation of Membrane Attack Complex deficienciesTransport Instructions between Sites and/or Laboratories:Room Temperature,,C9 ComplementLaboratory:Clinical BiochemistryTest Code:C9Specimen Types:SerumContainer Types:SSTCollection & Request Instructions:Usually ordered as part of 'terminal complement levels' in investigation of Membrane Attack Complex deficienciesTransport Instructions between Sites and/or Laboratories:Room TemperatureExternal Laboratory:South Eastern Area Laboratory Services (SEALS),Serum,C9,41,C9 ComplementLaboratory:Clinical BiochemistryTest Code:C9Specimen Types:SerumContainer Types:SSTCollection & Request Instructions:Usually ordered as part of 'terminal complement levels' in investigation of Membrane Attack Complex deficiencies
Microbiology,HIV RNA Genotyping,10 mL,Monthly,"A separate container is required for this test.Therapy status must be provided in clinical notes. List antiviral agents if on therapy.

Also request HIV Integrase testing if patient is on an Integrase inhibitor.

A minimum of 1 mL CSF required for this test.

This test can only be performed on specimens with a HIV viral load of 500 copies/mL or greater.",EDTA 10 mLCSF Tube 3,"HIV RNA GenotypingLaboratory:MicrobiologyTest Code:HIV RNA Genotyping, HIVVGMSpecimen Types:BloodCerebrospinal FluidContainer Types:EDTA 10 mLCSF Tube 3Adults Volume or Mass:10 mLCollection & Request Instructions:A separate container is required for this test.Therapy status must be provided in clinical notes. List antiviral agents if on therapy.

Also request HIV Integrase testing if patient is on an Integrase inhibitor.

A minimum of 1 mL CSF required for this test.

This test can only be performed on specimens with a HIV viral load of 500 copies/mL or greater.Transport Instructions between Sites and/or Laboratories:Room TemperatureMust reach the testing laboratory within 24 hours of collection.

Specimens unable to reach VIDRL within 24 hours are frozen by Serology using the instructions above and transported on dry ice when VIDRL reopens. Assay Frequency:Monthly",,"HIV RNA GenotypingLaboratory:MicrobiologyTest Code:HIV RNA Genotyping, HIVVGMSpecimen Types:BloodCerebrospinal FluidContainer Types:EDTA 10 mLCSF Tube 3Adults Volume or Mass:10 mLCollection & Request Instructions:A separate container is required for this test.Therapy status must be provided in clinical notes. List antiviral agents if on therapy.

Also request HIV Integrase testing if patient is on an Integrase inhibitor.

A minimum of 1 mL CSF required for this test.

This test can only be performed on specimens with a HIV viral load of 500 copies/mL or greater.Transport Instructions between Sites and/or Laboratories:Room TemperatureMust reach the testing laboratory within 24 hours of collection.

Specimens unable to reach VIDRL within 24 hours are frozen by Serology using the instructions above and transported on dry ice when VIDRL reopens. Assay Frequency:MonthlyExternal Laboratory:V.I.D.R.L.",BloodCerebrospinal Fluid,"HIV RNA Genotyping, HIVVGM",42,"Room TemperatureMust reach the testing laboratory within 24 hours of collection.

Specimens unable to reach VIDRL within 24 hours are frozen by Serology using the instructions above and transported on dry ice when VIDRL reopens."
